1, 3, 2, 4, 3, 3, 1, 3, 0, 4, 3, 0, 4, 2, 1, 4, 3, 1, 1, 0, 2, 4, 0, 0, 0, 3, 1, 
3,1,2&3,2,3: k=2000.000000, b=0.000000, c=0.000000
2,1,2&3,1,2: k=2000.000000, b=0.010412, c=0.009866
2,1,3&3,1,2: k=2000.000000, b=0.010269, c=0.010058
0,1,3&1,2,2: k=2000.000000, b=0.020000, c=3.141593
3,0,3&3,1,2: k=2000.000000, b=0.020000, c=0.000000
2,3,0&3,2,0: k=2000.000000, b=0.000000, c=0.000000
2,0,3&3,0,2: k=2000.000000, b=0.020000, c=0.000000
2,2,1&3,2,1: k=2000.000000, b=0.000000, c=0.000000
0,0,1&1,1,2: k=2000.000000, b=0.041587, c=3.220901
2,1,3&3,0,2: k=2000.000000, b=0.020000, c=0.000000
3,0,2&3,1,3: k=2000.000000, b=0.020000, c=0.000000
3,0,3&3,1,3: k=2000.000000, b=0.020000, c=0.000000
2,2,0&3,1,1: k=0.000000, b=0.000000, c=0.000000
3,1,0&3,2,1: k=0.000000, b=0.000000, c=0.000000
0,0,3&1,1,2: k=2000.000000, b=0.029436, c=0.010094
3,2,0&3,2,1: k=2000.000000, b=0.000000, c=0.000000
2,2,1&3,1,1: k=2000.000000, b=0.000000, c=0.000000
3,1,1&3,2,1: k=2000.000000, b=0.000000, c=0.000000
2,1,1&3,2,2: k=2000.000000, b=0.000000, c=0.000000
2,2,1&3,2,2: k=2000.000000, b=0.000000, c=0.000000
2,2,1&3,1,2: k=2000.000000, b=0.000000, c=0.000000
3,2,1&3,2,2: k=2000.000000, b=0.010265, c=0.010498
3,1,2&3,2,1: k=2000.000000, b=0.000000, c=0.000000
2,1,2&3,2,2: k=2000.000000, b=0.000000, c=0.000000
2,2,2&3,2,2: k=20000.000000, b=0.000000, c=0.000000
3,1,2&3,2,2: k=2000.000000, b=0.000000, c=0.000000
2,1,2&3,2,3: k=2000.000000, b=0.000000, c=0.000000
2,2,2&3,2,3: k=20000.000000, b=0.009828, c=0.009752
2,2,2&3,1,3: k=2000.000000, b=0.000000, c=0.000000
3,2,2&3,2,3: k=20000.000000, b=0.000000, c=0.000000
2,2,1&3,3,0: k=2000.000000, b=0.000000, c=0.000000
3,1,3&3,2,2: k=2000.000000, b=0.000000, c=0.000000
2,2,3&3,1,2: k=2000.000000, b=0.000000, c=0.000000
2,2,3&3,1,3: k=2000.000000, b=0.000000, c=0.000000
3,1,3&3,2,3: k=2000.000000, b=0.000000, c=0.000000
2,2,0&3,3,1: k=2000.000000, b=0.000000, c=0.000000
2,3,0&3,3,1: k=2000.000000, b=0.000000, c=0.000000
2,3,0&3,2,1: k=2000.000000, b=0.000000, c=0.000000
2,3,1&3,3,0: k=2000.000000, b=0.000000, c=0.000000
3,3,0&3,3,1: k=2000.000000, b=0.000000, c=0.000000
3,2,1&3,3,0: k=2000.000000, b=0.000000, c=0.000000
2,3,1&3,2,0: k=2000.000000, b=0.000000, c=0.000000
3,2,0&3,3,1: k=2000.000000, b=0.000000, c=0.000000
2,2,1&3,3,1: k=2000.000000, b=0.009899, c=0.010444
2,3,1&3,3,1: k=2000.000000, b=0.000000, c=0.000000
2,3,1&3,2,1: k=2000.000000, b=0.009613, c=0.010239
3,2,1&3,3,1: k=2000.000000, b=0.000000, c=0.000000
2,2,1&3,3,2: k=2000.000000, b=0.030606, c=3.278140
2,3,1&3,3,2: k=2000.000000, b=0.029664, c=3.065694
2,3,1&3,2,2: k=2000.000000, b=0.020000, c=3.141593
2,3,2&3,3,1: k=2000.000000, b=0.020000, c=3.141593
3,3,1&3,3,2: k=2000.000000, b=0.020000, c=3.141593
3,2,1&3,3,2: k=2000.000000, b=0.020000, c=3.141593
2,3,2&3,2,2: k=20000.000000, b=0.000000, c=0.000000
2,2,2&3,3,3: k=20000.000000, b=0.000000, c=0.000000
2,3,2&3,2,3: k=20000.000000, b=0.000000, c=0.000000
2,3,3&3,3,2: k=20000.000000, b=0.000000, c=0.000000
3,3,2&3,3,3: k=20000.000000, b=0.000000, c=0.000000
2,3,3&3,2,2: k=20000.000000, b=0.000000, c=0.000000
3,2,2&3,3,3: k=20000.000000, b=0.000000, c=0.000000
2,2,3&3,3,3: k=20000.000000, b=0.000000, c=0.000000
2,3,3&3,3,3: k=20000.000000, b=0.000000, c=0.000000
2,3,3&3,2,3: k=20000.000000, b=0.000000, c=0.000000
3,2,3&3,3,3: k=20000.000000, b=0.000000, c=0.000000
